School,Conference
iowa,Big Ten Conference
michigan-state,Big Ten Conference
purdue,Big Ten Conference
nebraska,Big Ten Conference
wisconsin,Big Ten Conference
northwestern,Big Ten Conference
minnesota,Big Ten Conference
california-riverside,Big West Conference
hawaii,Big West Conference
california-santa-barbara,Big West Conference
california-irvine,Big West Conference
cal-state-fullerton,Big West Conference
long-beach-state,Big West Conference
california-davis,Big West Conference
cal-poly,Big West Conference
cal-state-northridge,Big West Conference
delaware,Colonial Athletic Association
william-mary,Colonial Athletic Association
college-of-charleston,Colonial Athletic Association
drexel,Colonial Athletic Association
hofstra,Colonial Athletic Association
james-madison,Colonial Athletic Association
north-carolina-wilmington,Colonial Athletic Association
northeastern,Colonial Athletic Association
towson,Colonial Athletic Association
elon,Colonial Athletic Association
texas-el-paso,Conference USA
western-kentucky,Conference USA
alabama-birmingham,Conference USA
louisiana-tech,Conference USA
rice,Conference USA
florida-international,Conference USA
florida-atlantic,Conference USA
middle-tennessee,Conference USA
charlotte,Conference USA
old-dominion,Conference USA
marshall,Conference USA
north-texas,Conference USA
southern-mississippi,Conference USA
texas-san-antonio,Conference USA
wright-state,Horizon League
northern-kentucky,Horizon League
milwaukee,Horizon League
oakland,Horizon League
youngstown-state,Horizon League
cleveland-state,Horizon League
green-bay,Horizon League
illinois-chicago,Horizon League
iupui,Horizon League
detroit-mercy,Horizon League
dartmouth,Ivy Group
brown,Ivy Group
harvard,Ivy Group
yale,Ivy Group
pennsylvania,Ivy Group
columbia,Ivy Group
cornell,Ivy Group
princeton,Ivy Group
rider,Metro Atlantic Athletic Conference
canisius,Metro Atlantic Athletic Conference
manhattan,Metro Atlantic Athletic Conference
iona,Metro Atlantic Athletic Conference
monmouth,Metro Atlantic Athletic Conference
quinnipiac,Metro Atlantic Athletic Conference
siena,Metro Atlantic Athletic Conference
marist,Metro Atlantic Athletic Conference
saint-peters,Metro Atlantic Athletic Conference
fairfield,Metro Atlantic Athletic Conference
niagara,Metro Atlantic Athletic Conference
kent-state,Mid-American Conference
akron,Mid-American Conference
bowling-green-state,Mid-American Conference
buffalo,Mid-American Conference
miami-oh,Mid-American Conference
ohio,Mid-American Conference
eastern-michigan,Mid-American Conference
northern-illinois,Mid-American Conference
central-michigan,Mid-American Conference
toledo,Mid-American Conference
ball-state,Mid-American Conference
western-michigan,Mid-American Conference
bethune-cookman,Mid-Eastern Athletic Conference
norfolk-state,Mid-Eastern Athletic Conference
coppin-state,Mid-Eastern Athletic Conference
morgan-state,Mid-Eastern Athletic Conference
north-carolina-at,Mid-Eastern Athletic Conference
north-carolina-central,Mid-Eastern Athletic Conference
south-carolina-state,Mid-Eastern Athletic Conference
delaware-state,Mid-Eastern Athletic Conference
florida-am,Mid-Eastern Athletic Conference
howard,Mid-Eastern Athletic Conference
maryland-eastern-shore,Mid-Eastern Athletic Conference
northern-iowa,Missouri Valley Conference
drake,Missouri Valley Conference
bradley,Missouri Valley Conference
valparaiso,Missouri Valley Conference
evansville,Missouri Valley Conference
loyola-il,Missouri Valley Conference
illinois-state,Missouri Valley Conference
southern-illinois,Missouri Valley Conference
missouri-state,Missouri Valley Conference
indiana-state,Missouri Valley Conference
san-diego-state,Mountain West Conference
utah-state,Mountain West Conference
new-mexico,Mountain West Conference
boise-state,Mountain West Conference
colorado-state,Mountain West Conference
nevada,Mountain West Conference
san-jose-state,Mountain West Conference
fresno-state,Mountain West Conference
nevada-las-vegas,Mountain West Conference
wyoming,Mountain West Conference
air-force,Mountain West Conference
merrimack,Northeast Conference
bryant,Northeast Conference
sacred-heart,Northeast Conference
saint-francis-pa,Northeast Conference
st-francis-ny,Northeast Conference
wagner,Northeast Conference
mount-st-marys,Northeast Conference
long-island-university,Northeast Conference
robert-morris,Northeast Conference
fairleigh-dickinson,Northeast Conference
central-connecticut-state,Northeast Conference
tennessee-state,Ohio Valley Conference
belmont,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
morehead-state,Ohio Valley Conference
murray-state,Ohio Valley Conference
austin-peay,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
southern-illinois-edwardsville,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
arizona,Pacific-12 Conference
colorado,Pacific-12 Conference
stanford,Pacific-12 Conference
oregon-state,Pacific-12 Conference
washington,Pacific-12 Conference
oregon,Pacific-12 Conference
southern-california,Pacific-12 Conference
california,Pacific-12 Conference
utah,Pacific-12 Conference
arizona-state,Pacific-12 Conference
ucla,Pacific-12 Conference
washington-state,Pacific-12 Conference
lafayette,Patriot League
colgate,Patriot League
navy,Patriot League
lehigh,Patriot League
loyola-md,Patriot League
american,Patriot League
army,Patriot League
boston-university,Patriot League
bucknell,Patriot League
holy-cross,Patriot League
arkansas,Southeastern Conference
auburn,Southeastern Conference
kentucky,Southeastern Conference
mississippi-state,Southeastern Conference
tennessee,Southeastern Conference
vanderbilt,Southeastern Conference
florida,Southeastern Conference
georgia,Southeastern Conference
louisiana-state,Southeastern Conference
mississippi,Southeastern Conference
missouri,Southeastern Conference
south-carolina,Southeastern Conference
texas-am,Southeastern Conference
alabama,Southeastern Conference
north-carolina-greensboro,Southern Conference
furman,Southern Conference
east-tennessee-state,Southern Conference
western-carolina,Southern Conference
chattanooga,Southern Conference
mercer,Southern Conference
samford,Southern Conference
citadel,Southern Conference
wofford,Southern Conference
virginia-military-institute,Southern Conference
stephen-f-austin,Southland Conference
lamar,Southland Conference
nicholls-state,Southland Conference
sam-houston-state,Southland Conference
new-orleans,Southland Conference
northwestern-state,Southland Conference
texas-am-corpus-christi,Southland Conference
abilene-christian,Southland Conference
incarnate-word,Southland Conference
mcneese-state,Southland Conference
southeastern-louisiana,Southland Conference
central-arkansas,Southland Conference
houston-baptist,Southland Conference
south-dakota,Summit League
south-dakota-state,Summit League
north-dakota-state,Summit League
nebraska-omaha,Summit League
ipfw,Summit League
denver,Summit League
north-dakota,Summit League
oral-roberts,Summit League
western-illinois,Summit League
arkansas-state,Sun Belt Conference
texas-state,Sun Belt Conference
georgia-southern,Sun Belt Conference
arkansas-little-rock,Sun Belt Conference
south-alabama,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
georgia-state,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
appalachian-state,Sun Belt Conference
texas-arlington,Sun Belt Conference
coastal-carolina,Sun Belt Conference
troy,Sun Belt Conference
grambling,Southwest Athletic Conference
southern,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
texas-southern,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
missouri-kansas-city,Western Athletic Conference
new-mexico-state,Western Athletic Conference
utah-valley,Western Athletic Conference
california-baptist,Western Athletic Conference
cal-state-bakersfield,Western Athletic Conference
chicago-state,Western Athletic Conference
grand-canyon,Western Athletic Conference
seattle,Western Athletic Conference
texas-pan-american,Western Athletic Conference
gonzaga,West Coast Conference
san-francisco,West Coast Conference
santa-clara,West Coast Conference
saint-marys-ca,West Coast Conference
portland,West Coast Conference
pacific,West Coast Conference
brigham-young,West Coast Conference
pepperdine,West Coast Conference
san-diego,West Coast Conference
loyola-marymount,West Coast Conference
