School,Conference
fresno-state,Mountain West Conference
boise-state,Mountain West Conference
nevada,Mountain West Conference
new-mexico,Mountain West Conference
nevada-las-vegas,Mountain West Conference
colorado-state,Mountain West Conference
utah-state,Mountain West Conference
wyoming,Mountain West Conference
air-force,Mountain West Conference
san-jose-state,Mountain West Conference
wagner,Northeast Conference
fairleigh-dickinson,Northeast Conference
st-francis-ny,Northeast Conference
sacred-heart,Northeast Conference
mount-st-marys,Northeast Conference
long-island-university,Northeast Conference
saint-francis-pa,Northeast Conference
robert-morris,Northeast Conference
bryant,Northeast Conference
central-connecticut-state,Northeast Conference
belmont,Ohio Valley Conference
tennessee-state,Ohio Valley Conference
morehead-state,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
murray-state,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
austin-peay,Ohio Valley Conference
southern-illinois-edwardsville,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
oregon,Pacific-12 Conference
utah,Pacific-12 Conference
arizona,Pacific-12 Conference
california,Pacific-12 Conference
colorado,Pacific-12 Conference
southern-california,Pacific-12 Conference
oregon-state,Pacific-12 Conference
washington,Pacific-12 Conference
stanford,Pacific-12 Conference
ucla,Pacific-12 Conference
arizona-state,Pacific-12 Conference
washington-state,Pacific-12 Conference
bucknell,Patriot League
lehigh,Patriot League
boston-university,Patriot League
army,Patriot League
navy,Patriot League
colgate,Patriot League
american,Patriot League
loyola-md,Patriot League
holy-cross,Patriot League
lafayette,Patriot League
texas-am,Southeastern Conference
kentucky,Southeastern Conference
south-carolina,Southeastern Conference
louisiana-state,Southeastern Conference
vanderbilt,Southeastern Conference
mississippi,Southeastern Conference
georgia,Southeastern Conference
florida,Southeastern Conference
arkansas,Southeastern Conference
alabama,Southeastern Conference
mississippi-state,Southeastern Conference
tennessee,Southeastern Conference
auburn,Southeastern Conference
missouri,Southeastern Conference
chattanooga,Southern Conference
east-tennessee-state,Southern Conference
furman,Southern Conference
wofford,Southern Conference
western-carolina,Southern Conference
north-carolina-greensboro,Southern Conference
mercer,Southern Conference
samford,Southern Conference
virginia-military-institute,Southern Conference
citadel,Southern Conference
stephen-f-austin,Southland Conference
texas-am-corpus-christi,Southland Conference
incarnate-word,Southland Conference
sam-houston-state,Southland Conference
houston-baptist,Southland Conference
southeastern-louisiana,Southland Conference
abilene-christian,Southland Conference
mcneese-state,Southland Conference
new-orleans,Southland Conference
nicholls-state,Southland Conference
central-arkansas,Southland Conference
northwestern-state,Southland Conference
lamar,Southland Conference
south-dakota-state,Summit League
ipfw,Summit League
nebraska-omaha,Summit League
iupui,Summit League
north-dakota-state,Summit League
denver,Summit League
oral-roberts,Summit League
south-dakota,Summit League
western-illinois,Summit League
arkansas-little-rock,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
texas-arlington,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
georgia-southern,Sun Belt Conference
georgia-state,Sun Belt Conference
texas-state,Sun Belt Conference
south-alabama,Sun Belt Conference
arkansas-state,Sun Belt Conference
appalachian-state,Sun Belt Conference
troy,Sun Belt Conference
texas-southern,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
southern,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
grambling,Southwest Athletic Conference
new-mexico-state,Western Athletic Conference
grand-canyon,Western Athletic Conference
cal-state-bakersfield,Western Athletic Conference
seattle,Western Athletic Conference
utah-valley,Western Athletic Conference
missouri-kansas-city,Western Athletic Conference
texas-pan-american,Western Athletic Conference
chicago-state,Western Athletic Conference
saint-marys-ca,West Coast Conference
gonzaga,West Coast Conference
brigham-young,West Coast Conference
pepperdine,West Coast Conference
san-francisco,West Coast Conference
santa-clara,West Coast Conference
loyola-marymount,West Coast Conference
portland,West Coast Conference
pacific,West Coast Conference
san-diego,West Coast Conference
