School,Conference
siena,Metro Atlantic Athletic Conference
fairfield,Metro Atlantic Athletic Conference
rider,Metro Atlantic Athletic Conference
canisius,Metro Atlantic Athletic Conference
quinnipiac,Metro Atlantic Athletic Conference
niagara,Metro Atlantic Athletic Conference
manhattan,Metro Atlantic Athletic Conference
marist,Metro Atlantic Athletic Conference
akron,Mid-American Conference
ohio,Mid-American Conference
buffalo,Mid-American Conference
kent-state,Mid-American Conference
bowling-green-state,Mid-American Conference
miami-oh,Mid-American Conference
ball-state,Mid-American Conference
western-michigan,Mid-American Conference
toledo,Mid-American Conference
eastern-michigan,Mid-American Conference
northern-illinois,Mid-American Conference
central-michigan,Mid-American Conference
north-carolina-central,Mid-Eastern Athletic Conference
norfolk-state,Mid-Eastern Athletic Conference
morgan-state,Mid-Eastern Athletic Conference
hampton,Mid-Eastern Athletic Conference
savannah-state,Mid-Eastern Athletic Conference
maryland-eastern-shore,Mid-Eastern Athletic Conference
south-carolina-state,Mid-Eastern Athletic Conference
delaware-state,Mid-Eastern Athletic Conference
coppin-state,Mid-Eastern Athletic Conference
bethune-cookman,Mid-Eastern Athletic Conference
howard,Mid-Eastern Athletic Conference
florida-am,Mid-Eastern Athletic Conference
north-carolina-at,Mid-Eastern Athletic Conference
wichita-state,Missouri Valley Conference
illinois-state,Missouri Valley Conference
southern-illinois,Missouri Valley Conference
northern-iowa,Missouri Valley Conference
loyola-il,Missouri Valley Conference
missouri-state,Missouri Valley Conference
bradley,Missouri Valley Conference
evansville,Missouri Valley Conference
indiana-state,Missouri Valley Conference
drake,Missouri Valley Conference
nevada,Mountain West Conference
colorado-state,Mountain West Conference
boise-state,Mountain West Conference
fresno-state,Mountain West Conference
new-mexico,Mountain West Conference
san-diego-state,Mountain West Conference
wyoming,Mountain West Conference
utah-state,Mountain West Conference
san-jose-state,Mountain West Conference
air-force,Mountain West Conference
nevada-las-vegas,Mountain West Conference
mount-st-marys,Northeast Conference
long-island-university,Northeast Conference
wagner,Northeast Conference
saint-francis-pa,Northeast Conference
robert-morris,Northeast Conference
bryant,Northeast Conference
fairleigh-dickinson,Northeast Conference
sacred-heart,Northeast Conference
central-connecticut-state,Northeast Conference
st-francis-ny,Northeast Conference
belmont,Ohio Valley Conference
morehead-state,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
tennessee-state,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
murray-state,Ohio Valley Conference
austin-peay,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
southern-illinois-edwardsville,Ohio Valley Conference
arizona,Pacific-12 Conference
oregon,Pacific-12 Conference
ucla,Pacific-12 Conference
utah,Pacific-12 Conference
southern-california,Pacific-12 Conference
california,Pacific-12 Conference
colorado,Pacific-12 Conference
arizona-state,Pacific-12 Conference
stanford,Pacific-12 Conference
washington-state,Pacific-12 Conference
washington,Pacific-12 Conference
oregon-state,Pacific-12 Conference
bucknell,Patriot League
lehigh,Patriot League
boston-university,Patriot League
navy,Patriot League
holy-cross,Patriot League
loyola-md,Patriot League
colgate,Patriot League
army,Patriot League
lafayette,Patriot League
american,Patriot League
kentucky,Southeastern Conference
florida,Southeastern Conference
arkansas,Southeastern Conference
south-carolina,Southeastern Conference
mississippi,Southeastern Conference
alabama,Southeastern Conference
vanderbilt,Southeastern Conference
georgia,Southeastern Conference
texas-am,Southeastern Conference
tennessee,Southeastern Conference
auburn,Southeastern Conference
mississippi-state,Southeastern Conference
louisiana-state,Southeastern Conference
missouri,Southeastern Conference
east-tennessee-state,Southern Conference
north-carolina-greensboro,Southern Conference
furman,Southern Conference
chattanooga,Southern Conference
wofford,Southern Conference
mercer,Southern Conference
samford,Southern Conference
citadel,Southern Conference
western-carolina,Southern Conference
virginia-military-institute,Southern Conference
new-orleans,Southland Conference
texas-am-corpus-christi,Southland Conference
houston-baptist,Southland Conference
stephen-f-austin,Southland Conference
sam-houston-state,Southland Conference
lamar,Southland Conference
southeastern-louisiana,Southland Conference
nicholls-state,Southland Conference
abilene-christian,Southland Conference
northwestern-state,Southland Conference
incarnate-word,Southland Conference
central-arkansas,Southland Conference
mcneese-state,Southland Conference
south-dakota,Summit League
north-dakota-state,Summit League
nebraska-omaha,Summit League
ipfw,Summit League
denver,Summit League
south-dakota-state,Summit League
iupui,Summit League
western-illinois,Summit League
oral-roberts,Summit League
texas-arlington,Sun Belt Conference
georgia-state,Sun Belt Conference
arkansas-state,Sun Belt Conference
texas-state,Sun Belt Conference
georgia-southern,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
troy,Sun Belt Conference
coastal-carolina,Sun Belt Conference
south-alabama,Sun Belt Conference
arkansas-little-rock,Sun Belt Conference
appalachian-state,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
texas-southern,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
grambling,Southwest Athletic Conference
southern,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
cal-state-bakersfield,Western Athletic Conference
new-mexico-state,Western Athletic Conference
grand-canyon,Western Athletic Conference
missouri-kansas-city,Western Athletic Conference
utah-valley,Western Athletic Conference
seattle,Western Athletic Conference
texas-pan-american,Western Athletic Conference
chicago-state,Western Athletic Conference
gonzaga,West Coast Conference
saint-marys-ca,West Coast Conference
brigham-young,West Coast Conference
san-francisco,West Coast Conference
santa-clara,West Coast Conference
loyola-marymount,West Coast Conference
san-diego,West Coast Conference
pepperdine,West Coast Conference
pacific,West Coast Conference
portland,West Coast Conference
