School,Conference
illinois-state,Missouri Valley Conference
northern-iowa,Missouri Valley Conference
indiana-state,Missouri Valley Conference
valparaiso,Missouri Valley Conference
evansville,Missouri Valley Conference
nevada,Mountain West Conference
utah-state,Mountain West Conference
fresno-state,Mountain West Conference
san-diego-state,Mountain West Conference
nevada-las-vegas,Mountain West Conference
air-force,Mountain West Conference
new-mexico,Mountain West Conference
boise-state,Mountain West Conference
colorado-state,Mountain West Conference
wyoming,Mountain West Conference
san-jose-state,Mountain West Conference
fairleigh-dickinson,Northeast Conference
saint-francis-pa,Northeast Conference
robert-morris,Northeast Conference
sacred-heart,Northeast Conference
st-francis-ny,Northeast Conference
long-island-university,Northeast Conference
wagner,Northeast Conference
bryant,Northeast Conference
mount-st-marys,Northeast Conference
central-connecticut-state,Northeast Conference
murray-state,Ohio Valley Conference
belmont,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
austin-peay,Ohio Valley Conference
morehead-state,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
southern-illinois-edwardsville,Ohio Valley Conference
tennessee-state,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
washington,Pacific-12 Conference
arizona-state,Pacific-12 Conference
utah,Pacific-12 Conference
oregon,Pacific-12 Conference
colorado,Pacific-12 Conference
oregon-state,Pacific-12 Conference
ucla,Pacific-12 Conference
arizona,Pacific-12 Conference
southern-california,Pacific-12 Conference
stanford,Pacific-12 Conference
washington-state,Pacific-12 Conference
california,Pacific-12 Conference
colgate,Patriot League
bucknell,Patriot League
lehigh,Patriot League
american,Patriot League
army,Patriot League
navy,Patriot League
boston-university,Patriot League
loyola-md,Patriot League
lafayette,Patriot League
holy-cross,Patriot League
louisiana-state,Southeastern Conference
tennessee,Southeastern Conference
kentucky,Southeastern Conference
auburn,Southeastern Conference
south-carolina,Southeastern Conference
mississippi-state,Southeastern Conference
mississippi,Southeastern Conference
florida,Southeastern Conference
alabama,Southeastern Conference
arkansas,Southeastern Conference
texas-am,Southeastern Conference
missouri,Southeastern Conference
georgia,Southeastern Conference
vanderbilt,Southeastern Conference
wofford,Southern Conference
north-carolina-greensboro,Southern Conference
furman,Southern Conference
east-tennessee-state,Southern Conference
chattanooga,Southern Conference
samford,Southern Conference
mercer,Southern Conference
citadel,Southern Conference
virginia-military-institute,Southern Conference
western-carolina,Southern Conference
sam-houston-state,Southland Conference
abilene-christian,Southland Conference
lamar,Southland Conference
new-orleans,Southland Conference
southeastern-louisiana,Southland Conference
texas-am-corpus-christi,Southland Conference
central-arkansas,Southland Conference
houston-baptist,Southland Conference
stephen-f-austin,Southland Conference
nicholls-state,Southland Conference
northwestern-state,Southland Conference
mcneese-state,Southland Conference
incarnate-word,Southland Conference
south-dakota-state,Summit League
nebraska-omaha,Summit League
ipfw,Summit League
north-dakota-state,Summit League
south-dakota,Summit League
oral-roberts,Summit League
north-dakota,Summit League
western-illinois,Summit League
denver,Summit League
georgia-state,Sun Belt Conference
texas-state,Sun Belt Conference
georgia-southern,Sun Belt Conference
texas-arlington,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
coastal-carolina,Sun Belt Conference
south-alabama,Sun Belt Conference
arkansas-state,Sun Belt Conference
appalachian-state,Sun Belt Conference
troy,Sun Belt Conference
arkansas-little-rock,Sun Belt Conference
prairie-view,Southwest Athletic Conference
texas-southern,Southwest Athletic Conference
grambling,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
southern,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
new-mexico-state,Western Athletic Conference
utah-valley,Western Athletic Conference
grand-canyon,Western Athletic Conference
texas-pan-american,Western Athletic Conference
cal-state-bakersfield,Western Athletic Conference
california-baptist,Western Athletic Conference
seattle,Western Athletic Conference
missouri-kansas-city,Western Athletic Conference
chicago-state,Western Athletic Conference
gonzaga,West Coast Conference
saint-marys-ca,West Coast Conference
brigham-young,West Coast Conference
san-francisco,West Coast Conference
loyola-marymount,West Coast Conference
santa-clara,West Coast Conference
san-diego,West Coast Conference
pepperdine,West Coast Conference
pacific,West Coast Conference
portland,West Coast Conference
